"uniname";"uniurl";"scountryname";"unirank"
"Texas A&M University Health Science Center";"http://www.tamhsc.edu/";"us";"2717"
"Molde University College";"http://www.himolde.no/";"no";"2718"
"Heidelberg College";"http://www.heidelberg.edu/";"us";"2719"
"Colorado State University Pueblo";"http://www.colostate-pueblo.edu/";"us";"2720"
"University of the Philippines";"http://www.up.edu.ph/";"ph";"2721"
"State University of New York Empire State College";"http://www.esc.edu/";"us";"2722"
"Saint Xavier University";"http://www.sxu.edu/";"us";"2723"
"Red River College";"http://www.rrc.mb.ca/";"ca";"2724"
"University of Notre Dame Australia";"http://www.nd.edu.au/";"au";"2725"
"Gulf Coast College";"http://www.gulfcoast.edu/";"us";"2726"
"Hyogo University of Education";"http://www.u-hyogo.ac.jp/";"jp";"2727"
"Irkutsk State University";"http://www.isu.ru/";"ru";"2728"
"Mansoura University";"http://www.mans.edu.eg/";"eg";"2729"
"École Nationale Supérieure de Mécanique et d Aerotechnique";"http://www.ensma.fr/";"fr";"2730"
"Saint Leo University";"http://www.saintleo.edu/";"us";"2731"
"College of the Redwoods";"http://www.redwoods.edu/";"us";"2732"
"Grant Macewan College";"http://www.macewan.ca/";"ca";"2733"
"Fashion Institute of Technology Suny";"http://www.fitnyc.edu/";"us";"2734"
"Prince Georges Community College";"http://www.pgcc.edu/";"us";"2735"
"Tokyo Keizai University";"http://www.tku.ac.jp/";"jp";"2736"
"Westsachsische Hochschule Zwickau";"http://www.fh-zwickau.de/";"de";"2737"
"Miracosta College";"http://www.miracosta.edu/";"us";"2738"
"University of Yuzuncu";"http://www.yyu.edu.tr/";"tr";"2739"
"Guangxi University";"http://www.gxu.edu.cn/";"cn";"2740"
"University of South Carolina Upstate";"http://www.uscupstate.edu/";"us";"2741"
"Chandler Gilbert Community College";"http://www.cgc.maricopa.edu/";"us";"2742"
"University of Phoenix";"http://www.phoenix.edu/";"us";"2743"
"Albany Medical College";"http://www.amc.edu/";"us";"2744"
"University of Nis";"http://www.ni.ac.rs/";"rs";"2745"
"Temasek Polytechnic";"http://www.tp.edu.sg/";"sg";"2746"
"Bodo Regional University";"http://www.hibo.no/";"no";"2747"
"Kentucky State University";"http://www.kysu.edu/";"us";"2748"
"Université Rennes 2 Haute Bretagne  ";"http://www.uhb.fr/";"fr";"2749"
"Ivy Tech State College";"http://www.ivytech.edu/";"us";"2750"
"Universidade Federal de Alagoas  ";"http://www.ufal.br/";"br";"2751"
"Universität fur Angewandte Kunst Wien  ";"http://www.uni-ak.ac.at/";"at";"2752"
"Hawaii Community College";"http://hawaii.hawaii.edu/";"us";"2753"
"Instituto Tecnológico de Aeronáutica";"http://www.ita.br/";"br";"2754"
"Universitas Negeri Semarang";"http://www.unnes.ac.id/";"id";"2755"
"Wentworth Institute of Technology";"http://www.wit.edu/";"us";"2756"
"Lansing Community College";"http://www.lcc.edu/";"us";"2757"
"Oklahoma State University Oklahoma City";"http://www.osuokc.edu/";"us";"2758"
"Universidad Pontificia Bolívariana";"http://www.upb.edu.co/";"co";"2759"
"Fachhochschule Wurzburg-Schweinfurt";"http://www.fh-wuerzburg.de/";"de";"2760"
"Mahachulalongkornrajavidyalaya University";"http://www.mcu.ac.th/";"th";"2761"
"China Central Radio & TV University";"http://www.crtvu.edu.cn/";"cn";"2762"
"Universidad Autónoma de Guadalajara";"http://www.uag.mx/";"mx";"2763"
"Obirin University";"http://www.obirin.ac.jp/";"jp";"2764"
"Lec Tokyo Legal Mind University";"http://www.lec-jp.com/";"jp";"2765"
"California Western School of Law";"http://www.cwsl.edu/";"us";"2766"
"Columbus State Community College";"http://www.cscc.edu/";"us";"2767"
"Ursinus College";"http://www.ursinus.edu/";"us";"2768"
"Izhevsk State Technical University";"http://www.istu.ru/";"ru";"2769"
"Medical University of Wroclaw";"http://www.am.wroc.pl/";"pl";"2770"
"Nong Lam University";"http://www.hcmuaf.edu.vn/";"vn";"2771"
"Institut Supérieur d Électronique de Paris";"http://www.isep.fr/";"fr";"2772"
"Universidade Federal do Estado do Rio de Janeiro";"http://www.unirio.br/";"br";"2773"
"National Graduate Institute for Policy Studies";"http://www.grips.ac.jp/";"jp";"2774"
"Hochschule Heilbronn  ";"http://www.hs-heilbronn.de/";"de";"2775"
"State University of New York Purchase College";"http://www.purchase.edu/";"us";"2776"
"Pädagogische Hochschule Zürich";"http://www.phzh.ch/";"ch";"2777"
"College of Nyiregyhaza";"http://www.nyf.hu/";"hu";"2778"
"Mahanakorn University of Technology";"http://www.mut.ac.th/";"th";"2779"
"Jacksonville University";"http://www.ju.edu/";"us";"2780"
"Académie Universitaire Louvain";"http://www.academielouvain.be/";"be";"2781"
"Tokyo University of Marine Science & Technology";"http://www.kaiyodai.ac.jp/";"jp";"2782"
"École Nationale Supérieure des Arts et Industries de Strasbourg";"http://www.insa-strasbourg.fr/";"fr";"2783"
"Tabriz University of Medical Sciences";"http://www.tbzmed.ac.ir/";"ir";"2784"
"Hollins University";"http://www.hollins.edu/";"us";"2785"
"Szent Istvan University";"http://www.szie.hu/";"hu";"2786"
"Nebraska Wesleyan University";"http://www.nebrwesleyan.edu/";"us";"2787"
"Art Center College of Design";"http://www.artcenter.edu/";"us";"2788"
"Academy of Art University San Francisco";"http://www.academyart.edu/";"us";"2789"
"Point Loma Nazarene University";"http://www.pointloma.edu/";"us";"2790"
"Green River Community College";"http://www.greenriver.edu/";"us";"2791"
"Instituto Tecnológico de Santo Domingo";"http://www.intec.edu.do/";"do";"2792"
"Universidade do Vale do Itajaí";"http://www.univali.br/";"br";"2793"
"Agricultural University of Cracow";"http://www.ar.krakow.pl/";"pl";"2794"
"Universidad Nacional de Catamarca";"http://www.unca.edu.ar/";"ar";"2795"
"Wells College";"http://www.wells.edu/";"us";"2796"
"Saint John Fisher College";"http://www.sjfc.edu/";"us";"2797"
"Hohai University";"http://www.hhu.edu.cn/";"cn";"2798"
"Universitas Udayana";"http://www.unud.ac.id/";"id";"2799"
"Leader University";"http://www.leader.edu.tw/";"tw";"2800"
"Ondokuz Mayis University";"http://www.omu.edu.tr/";"tr";"2801"
"Universidad de Belgrano";"http://www.ub.edu.ar/";"ar";"2802"
"Yeditepe University";"http://www.yeditepe.edu.tr/";"tr";"2803"
"San Joaquin Delta College";"http://www.deltacollege.edu/";"us";"2804"
"Fachhochschule Deggendorf";"http://www.fh-deggendorf.de/";"de";"2805"
"École Pratique des Hautes Etudes";"http://www.ephe.sorbonne.fr/";"fr";"2806"
"Universidade Estadual de Feira de Santana";"http://www.uefs.br/";"br";"2807"
"John Brown University";"http://www.jbu.edu/";"us";"2808"
"Universidad Centroamericana";"http://www.uca.edu.ni/";"ni";"2809"
"Eastern University";"http://www.eastern.edu/";"us";"2810"
"Pellissippi State Technical Community College";"http://www.pstcc.edu/";"us";"2811"
"University of Trnava";"http://www.truni.sk/";"sk";"2812"
"Bastyr University";"http://www.bastyr.edu/";"us";"2813"
"Firat University";"http://www.firat.edu.tr/";"tr";"2814"
"Fujian Agriculture & Forestry University";"http://www.fjau.edu.cn/";"cn";"2815"
"Spring Arbor University";"http://www.arbor.edu/";"us";"2816"
"University of Professional Education Rotterdam  ";"http://www.hro.nl/";"nl";"2817"
"Hunan University  ";"http://www.hnu.cn/";"cn";"2818"
"National Taiwan University of Arts";"http://www.ntua.edu.tw/";"tw";"2819"
"Shiga University of Medical Science";"http://www.shiga-med.ac.jp/";"jp";"2820"
"Lillehammer College";"http://www.hil.no/";"no";"2821"
"Huntington University";"http://www.huntington.edu/";"us";"2822"
"Ural State Technical University";"http://www.ustu.ru/";"ru";"2823"
"Guangxi Normal University";"http://www.gxnu.edu.cn/";"cn";"2824"
"Ain Shams University";"http://net.shams.edu.eg/";"eg";"2825"
"Guangdong University of Technology";"http://www.gdut.edu.cn/";"cn";"2826"
"Universiti Malaysia Sabah";"http://www.ums.edu.my/";"my";"2827"
"Queens University of Charlotte";"http://www.queens.edu/";"us";"2828"
"Université de Technologie de Troyes";"http://www.utt.fr/";"fr";"2829"
"Institut National des Langues et Civilisations Orientales";"http://www.inalco.fr/";"fr";"2830"
"Jagiellonian University Medical College in Cracow";"http://www.cm-uj.krakow.pl/";"pl";"2831"
"Excelsior College";"http://www.excelsior.edu/";"us";"2832"
"Afyon Kocatepe University";"http://www.aku.edu.tr/";"tr";"2833"
"Hochschule Bremerhaven";"http://www.hs-bremerhaven.de/";"de";"2834"
"Fo Guang University";"http://www.fgu.edu.tw/";"tw";"2835"
"Adams State College";"http://www.adams.edu/";"us";"2836"
"University of Portland";"http://www.up.edu/";"us";"2837"
"Latvia University of Agriculture";"http://www.llu.lv/";"lv";"2838"
"Universidad Torcuato di Tella";"http://www.utdt.edu/";"ar";"2839"
"Taipei Municipal University of Education";"http://eng.tmue.edu.tw/";"tw";"2840"
"Universiti Malaysia Pahang";"http://www.ump.edu.my/";"my";"2841"
"Eszterhazy Karoly College";"http://www.ektf.hu/";"hu";"2842"
"Fitchburg State College";"http://www.fsc.edu/";"us";"2843"
"University of Houston Victoria";"http://www.uhv.edu/";"us";"2844"
"Purdue University North Central";"http://www.pnc.edu/";"us";"2845"
"Universitas Muhammadiyah Surakarta    ";"http://www.ums.ac.id/";"id";"2846"
"Universidad de Puerto Rico en Humacao";"http://www.uprh.edu/";"pr";"2847"
"Utica College";"http://www.utica.edu/";"us";"2848"
"North Carolina Wesleyan College";"http://www.ncwc.edu/";"us";"2849"
"Graceland University";"http://www.graceland.edu/";"us";"2850"
"Universidade de Taubaté";"http://www.unitau.br/";"br";"2851"
"Alamo Community Colleges";"http://www.alamo.edu/";"us";"2852"
"Delta College";"http://www.delta.edu/";"us";"2853"
"University of Pune  ";"http://www.unipune.ernet.in/";"in";"2854"
"University of Economics Bratislava";"http://www.euba.sk/";"sk";"2855"
"Irvine Valley College";"http://www.ivc.edu/";"us";"2856"
"Institut Universitaire de Formation des Maîtres Alsace";"http://www.alsace.iufm.fr/";"fr";"2857"
"Zhejiang University of Technology";"http://www.zjut.edu.cn/";"cn";"2858"
"Sultan Qaboos University";"http://www.squ.edu.om/";"om";"2859"
"Kookmin University";"http://www.kookmin.ac.kr/";"kr";"2860"
"Universidad Autónoma de Querétaro";"http://www.uaq.mx/";"mx";"2861"
"Australian Defence Force Academy at UNSW";"http://www.unsw.adfa.edu.au/";"au";"2862"
"Vilnius Pedagogical University";"http://www.vpu.lt/";"lt";"2863"
"Manhattan College";"http://www.manhattan.edu/";"us";"2864"
"Cape Breton University";"http://www.cbu.ca/";"ca";"2865"
"Fayetteville State University";"http://www.uncfsu.edu/";"us";"2866"
"Inholland University";"http://www.inholland.nl/";"nl";"2867"
"Rogers State University";"http://www.rsu.edu/";"us";"2868"
"Fujian Normal University  ";"http://www.fjnu.edu.cn/";"cn";"2869"
"Dalton State College";"http://www.daltonstate.edu/";"us";"2870"
"Kirkwood Community College";"http://www.kirkwood.edu/";"us";"2871"
"Meredith College";"http://www.meredith.edu/";"us";"2872"
"Fukui Prefectural University";"http://www.fpu.ac.jp/";"jp";"2873"
"University of Oradea";"http://www.uoradea.ro/";"ro";"2874"
"Edinburgh College of Art";"http://www.eca.ac.uk/";"uk";"2875"
"Pennsylvania College of Technology";"http://www.pct.edu/";"us";"2876"
"Singapore Polytechnic";"http://www.sp.edu.sg/";"sg";"2877"
"Ivane Javakhishvili Tbilisi State University  ";"http://www.tsu.ge/";"ge";"2878"
"Carson Newman College";"http://www.cn.edu/";"us";"2879"
"Hannam University";"http://www.hannam.ac.kr/";"kr";"2880"
"Erskine College";"http://www.erskine.edu/";"us";"2881"
"Zurcher Hochschule der Künste";"http://www.zhdk.ch/";"ch";"2882"
"Louisiana State University Shreveport";"http://www.lsus.edu/";"us";"2883"
"Naropa University";"http://www.naropa.edu/";"us";"2884"
"Universidad Alberto Hurtado";"http://www.uahurtado.cl/";"cl";"2885"
"Hochschule Esslingen";"http://www.hs-esslingen.de/";"de";"2886"
"University of the District of Columbia";"http://www.udc.edu/";"us";"2887"
"Baptist Bible College Clarks";"http://www.bbc.edu/";"us";"2888"
"Future University-Hakodate";"http://www.fun.ac.jp/";"jp";"2889"
"A.T. Still University";"http://www.atsu.edu/";"us";"2890"
"Saint Joseph s College of Indiana";"http://www.saintjoe.edu/";"us";"2891"
"Atilim University";"http://www.atilim.edu.tr/";"tr";"2892"
"Universidad del Pacífico Perú";"http://www.up.edu.pe/";"pe";"2893"
"Black Hills State University";"http://www.bhsu.edu/";"us";"2894"
"Western State College of Colorado";"http://www.western.edu/";"us";"2895"
"Dong-A University";"http://www.donga.ac.kr/";"kr";"2896"
"Desales University";"http://www.desales.edu/";"us";"2897"
"State University of New York College of Technology Canton";"http://www.canton.edu/";"us";"2898"
"Chemeketa Community College";"http://www.chemeketa.edu/";"us";"2899"
"Kokugakuin University";"http://www.kokugakuin.ac.jp/";"jp";"2900"
"Kyoto Women s University";"http://www.kyoto-wu.ac.jp/";"jp";"2901"
"University of New England Maine";"http://www.une.edu/";"us";"2902"
"Central College";"http://www.central.edu/";"us";"2903"
"Universidade Estadual de Goiás";"http://www.ueg.br/";"br";"2904"
"Tuskegee University";"http://www.tuskegee.edu/";"us";"2905"
"Al Akhawayn University Ifrane";"http://www.aui.ma/";"ma";"2906"
"University of the Fraser Valley";"http://www.ufv.ca/";"ca";"2907"
"Centro Universitário de Araraquara";"http://www.uniara.com.br/";"br";"2908"
"Szczecin University";"http://www.us.szc.pl/";"pl";"2909"
"Nord-Trondelag University College";"http://www.hint.no/";"no";"2910"
"Oral Roberts University";"http://www.oru.edu/";"us";"2911"
"Whitworth University";"http://www.whitworth.edu/";"us";"2912"
"International University of Japan";"http://www.iuj.ac.jp/";"jp";"2913"
"Tusculum College";"http://www.tusculum.edu/";"us";"2914"
"Cuesta College";"http://www.cuesta.edu/";"us";"2915"
"Bangladesh University of Engineering and Technology";"http://www.buet.ac.bd/";"bd";"2916"
"Balikesir University";"http://www.balikesir.edu.tr/";"tr";"2917"
"Marine Institute Memorial University of Newfoundland";"http://www.mi.mun.ca/";"ca";"2918"
"Golden Gate University";"http://www.ggu.edu/";"us";"2919"
"San Juan College";"http://www.sanjuancollege.edu/";"us";"2920"
"Maryville College";"http://www.maryvillecollege.edu/";"us";"2921"
"Universidade Metodista de Piracicaba";"http://www.unimep.br/";"br";"2922"
"Vermont Law School";"http://www.vermontlaw.edu/";"us";"2923"
"Blinn College";"http://www.blinn.edu/";"us";"2924"
"Shandong Agricultural University";"http://www.sdau.edu.cn/";"cn";"2925"
"Rockhurst University";"http://www.rockhurst.edu/";"us";"2926"
"Yogyakarta State University";"http://www.uny.ac.id/";"id";"2927"
"University of the Punjab";"http://www.pu.edu.pk/";"pk";"2928"
"De Lin Institute of Technology";"http://www.dlit.edu.tw/";"tw";"2929"
"Oklahoma State University Institute of Technology";"http://www.osuit.edu/";"us";"2930"
"Capital Normal University";"http://www.cnu.edu.cn/";"cn";"2931"
"Dhurakijpundit University";"http://www.dpu.ac.th/";"th";"2932"
"Grand Canyon University";"http://www.gcu.edu/";"us";"2933"
"Bowie State University";"http://www.bowiestate.edu/";"us";"2934"
"Petrozavodsk State University";"http://www.petrsu.ru/";"ru";"2935"
"California State University California Maritime Academy";"http://www.csum.edu/";"us";"2936"
"Harford Community College";"http://www.harford.edu/";"us";"2937"
"Hogeschool Gent";"http://www.hogent.be/";"be";"2938"
"Spring Hill College";"http://www.shc.edu/";"us";"2939"
"College of Southern Maryland";"http://www.csmd.edu/";"us";"2940"
"Fachhochschule Erfurt";"http://www.fh-erfurt.de/";"de";"2941"
"Central Methodist University";"http://www.centralmethodist.edu/";"us";"2942"
"Huntingdon College";"http://www.huntingdon.edu/";"us";"2943"
"College Universitaire de Saint Boniface";"http://www.ustboniface.mb.ca/";"ca";"2944"
"Xarxa Vives d?Universitats";"http://www.vives.org/";"es";"2945"
"College of Idaho";"http://www.collegeofidaho.edu/";"us";"2946"
"Northern State University";"http://www.northern.edu/";"us";"2947"
"Università degli Studi di Napoli Parthenope  ";"http://www.uniparthenope.it/";"it";"2948"
"École Nationale de la Statistique et de l Administration Économique";"http://www.ensae.fr/";"fr";"2949"
"Hochschule Zittau Gorlitz";"http://wwwcms.hs-zigr.de/";"de";"2950"
"Universidad Autónoma del Estado de Morelos";"http://www.uaem.mx/";"mx";"2951"
"Beit Berl College";"http://www.beitberl.ac.il/";"il";"2952"
"Technische Fachhochschule Wildau";"http://www.tfh-wildau.de/";"de";"2953"
"Viljandi Culture College";"http://www.kultuur.edu.ee/";"ee";"2954"
"École Nationale Vétérinaire d Alfort";"http://www.vet-alfort.fr/";"fr";"2955"
"Moraine Valley Community College";"http://www.morainevalley.edu/";"us";"2956"
"Dominican University";"http://www.dom.edu/";"us";"2957"
"Kahramanmaras Sutcu Imam University";"http://www.ksu.edu.tr/";"tr";"2958"
"Sage Colleges";"http://www.sage.edu/";"us";"2959"
"Tohoku Gakuin University";"http://www.tohoku-gakuin.ac.jp/";"jp";"2960"
"Unitec New Zealand";"http://www.unitec.ac.nz/";"nz";"2961"
"École Nationale Supérieure Agronomique de Montpellier";"http://www.supagro.fr/";"fr";"2962"
"Vladivostock State University of Economics";"http://www.vvsu.ru/";"ru";"2963"
"Haute École Valaisanne";"http://www.hevs.ch/";"ch";"2964"
"Haute École d Ingénierie et de Gestion du Canton de Vaud";"http://www.heig-vd.ch/";"ch";"2965"
"Alma College";"http://www.alma.edu/";"us";"2966"
"Saint Francis University  ";"http://www.francis.edu/";"us";"2967"
"Universidade Estadual do Sudoeste da Bahia";"http://www.uesb.br/";"br";"2968"
"University of Abertay";"http://www.abertay.ac.uk/";"uk";"2969"
"Farmingdale State College";"http://www.farmingdale.edu/";"us";"2970"
"Conestoga College";"http://www.conestogac.on.ca/";"ca";"2971"
"Kawasaki Gakuen (Kawasaki Medical School + Kawasaki University of Medical Welfare)";"http://www.kawasaki-m.ac.jp/";"jp";"2972"
"Air Force Institute of Technology";"http://www.afit.edu/";"us";"2973"
"Chongqing University of Posts & Telecommunications";"http://www.cqupt.edu.cn/";"cn";"2974"
"Mykolas Romeris University  ";"http://www.mruni.eu/";"lt";"2975"
"Plekhanov Russian Academy of Economics";"http://www.rea.ru/";"ru";"2976"
"Universidade do Estado da Bahia";"http://www.uneb.br/";"br";"2977"
"Sul Ross State University";"http://www.sulross.edu/";"us";"2978"
"Universidad Sergio Arboleda";"http://www.usergioarboleda.edu.co/";"co";"2979"
"Szent István University Faculty of Veterinary Science";"http://www.univet.hu/";"hu";"2980"
"Ouachita Baptist University";"http://www.obu.edu/";"us";"2981"
"National Film, Television and Theatre School in Lodz";"http://www.filmschool.lodz.pl/";"pl";"2982"
"Perm State University";"http://www.psu.ru/";"ru";"2983"
"Universiti Tun Hussein Onn Malaysia";"http://www.uthm.edu.my/";"my";"2984"
"Baker College";"http://www.baker.edu/";"us";"2985"
"University of Maine Fort Kent";"http://www.umfk.maine.edu/";"us";"2986"
"Lebanese American University";"http://www.lau.edu.lb/";"lb";"2987"
"Kunsan National University";"http://www.kunsan.ac.kr/";"kr";"2988"
"Cosumnes River College";"http://www.crc.losrios.edu/";"us";"2989"
"New York Medical College";"http://www.nymc.edu/";"us";"2990"
"Wayland Baptist University";"http://www.wbu.edu/";"us";"2991"
"Mercyhurst College";"http://www.mercyhurst.edu/";"us";"2992"
"École Nationale d Ingénieurs et Laboratoire de Recherche";"http://www.ensieta.fr/";"fr";"2993"
"University of Seoul";"http://www.uos.ac.kr/";"kr";"2994"
"Parkland College";"http://www.parkland.edu/";"us";"2995"
"Komazawa University";"http://www.komazawa-u.ac.jp/";"jp";"2996"
"Cameron University";"http://www.cameron.edu/";"us";"2997"
"Université Cadi Ayyad";"http://www.ucam.ac.ma/";"ma";"2998"
"Fachhochschule Bonn Rhein Sieg  ";"http://www.fh-bonn-rhein-sieg.de/";"de";"2999"
"Payap University";"http://www.payap.ac.th/";"th";"3000"
"Otto Beisheim Graduate School of Management";"http://www.whu.edu/";"de";"3001"
"Ngee Ann Polytechnic";"http://www.np.edu.sg/";"sg";"3002"
"University of Professional Education Arnhem and Nijmegen";"http://www.han.nl/";"nl";"3003"
"Lincoln University of Missouri";"http://www.lincolnu.edu/";"us";"3004"
"University of Peradeniya";"http://www.pdn.ac.lk/";"lk";"3005"
"Yarmouk University";"http://www.yu.edu.jo/";"jo";"3006"
"Universidad Católica Andrés Bello";"http://www.ucab.edu.ve/";"ve";"3007"
"Hochschule Niederrhein";"http://www.hs-niederrhein.de/";"de";"3008"
"Institute of Technology Southern Federal University Taganroge";"http://www.tsure.ru/";"ru";"3009"
"Qingdao University";"http://www.qdu.edu.cn/";"cn";"3010"
"University of the West of Scotland (University of Paisley)";"http://www.uws.ac.uk/";"uk";"3011"
"Yavapai College";"http://www.yc.edu/";"us";"3012"
"Tokyo University of Information Sciences";"http://www.tuis.ac.jp/";"jp";"3013"
"Teikyo University";"http://www.teikyo-u.ac.jp/";"jp";"3014"
"College of the Canyons";"http://www.canyons.edu/";"us";"3015"
"Tokyo International University";"http://www.tiu.ac.jp/";"jp";"3016"
"Nagoya University of Commerce and Business Administration";"http://www.nucba.ac.jp/";"jp";"3017"
"Dicle University";"http://www.dicle.edu.tr/";"tr";"3018"
"Catholic University of Leuven Kortrijk";"http://www.kuleuven-kortrijk.be/";"be";"3019"
"Jawaharlal Nehru University";"http://www.jnu.ac.in/";"in";"3020"
"Universidad Nacional de General Sarmiento";"http://www.ungs.edu.ar/";"ar";"3021"
"Shandong University of Technology";"http://www.sdut.edu.cn/";"cn";"3022"
"Odessa National I I Mechnikov University";"http://www.onu.edu.ua/";"ua";"3023"
"Royal College of Surgeons of Ireland";"http://www.rcsi.ie/";"ie";"3024"
"Presbyterian College";"http://www.presby.edu/";"us";"3025"
"Doane College";"http://www.doane.edu/";"us";"3026"
"Al Quds University the Arab University in Jerusalem";"http://www.alquds.edu/";"ps";"3027"
"Universidad Nacional de Luján ";"http://www.unlu.edu.ar/";"ar";"3028"
"Yakut State University";"http://www.ysu.ru/";"ru";"3029"
"Kyoto Seika University";"http://www.kyoto-seika.ac.jp/";"jp";"3030"
"Palm Beach Community College";"http://www.pbcc.edu/";"us";"3031"
"Universidad Autónoma de Bucaramanga";"http://www.unab.edu.co/";"co";"3032"
"Central Taiwan University of Science and Technology";"http://www.ctust.edu.tw/";"tw";"3033"
"Rajamangala University of Technology Phra Nakhon";"http://www.rmutp.ac.th/";"th";"3034"
"Institut d Études Politiques de Toulouse";"http://www.sciencespo-toulouse.fr/";"fr";"3035"
"Cardinal Stefan Wyszynski University Warsaw";"http://www.uksw.edu.pl/";"pl";"3036"
"Central Oregon Community College";"http://www.cocc.edu/";"us";"3037"
"Universidad Externado de Colombia";"http://www.uexternado.edu.co/";"co";"3038"
"Howard Community College";"http://www.howardcc.edu/";"us";"3039"
"Palmer College of Chiropractic";"http://www.palmer.edu/";"us";"3040"
"Instituto Tecnológico de Sonora";"http://www.itson.mx/";"mx";"3041"
"Hiroshima Shudo University";"http://www.shudo-u.ac.jp/";"jp";"3042"
"Unity College";"http://www.unity.edu/";"us";"3043"
"Adnan Menderes University";"http://www.adu.edu.tr/";"tr";"3044"
"Beijing University of Posts & Telecommunications  ";"http://www.bupt.edu.cn/";"cn";"3045"
"Edmonds Community College";"http://www.edcc.edu/";"us";"3046"
"Rheinahrcampus Remagen";"http://www.rheinahrcampus.de/";"de";"3047"
"Merrimack College";"http://www.merrimack.edu/";"us";"3048"
"Universidad ORT Uruguay";"http://www.ort.edu.uy/";"uy";"3049"
"Lutheran School of Theology Chicago";"http://www.lstc.edu/";"us";"3050"
"College of the Siskiyous";"http://www.siskiyous.edu/";"us";"3051"
"Yukon College";"http://www.yukoncollege.yk.ca/";"ca";"3052"
"Northwood University";"http://www.northwood.edu/";"us";"3053"
"Mission College CA";"http://www.missioncollege.org/";"us";"3054"
"Samara State Aerospace University";"http://www.ssau.ru/";"ru";"3055"
"China University of Political Science & Law";"http://www.cupl.edu.cn/";"cn";"3056"
"Celal Bayar University";"http://www.bayar.edu.tr/";"tr";"3057"
"Universidad Estatal a Distancia Costa Rica";"http://www.uned.ac.cr/";"cr";"3058"
"Shawnee State University";"http://www.shawnee.edu/";"us";"3059"
"University of Kragujevac";"http://www.kg.ac.rs/";"rs";"3060"
"Wagner College";"http://www.wagner.edu/";"us";"3061"
"Lander University";"http://www.lander.edu/";"us";"3062"
"Huizhou University";"http://www.hzu.edu.cn/";"cn";"3063"
"University of Texas Permian Basin";"http://www.utpb.edu/";"us";"3064"
"Saint Thomas University Miami";"http://www.stu.edu/";"us";"3065"
"University of Maine Machias";"http://www.umm.maine.edu/";"us";"3066"
"Sodertorns University College";"http://webappo.web.sh.se/";"se";"3067"
"Bethany Lutheran College";"http://www.blc.edu/";"us";"3068"
"Durham Technical Community College";"http://www.durhamtech.edu/";"us";"3069"
"Universidad Nacional de Entre Rios";"http://www.uner.edu.ar/";"ar";"3070"
"University of Mauritius";"http://www.uom.ac.mu/";"mu";"3071"
"Hochschule Harz";"http://www.hs-harz.de/";"de";"3072"
"Los Angeles City College";"http://www.lacitycollege.edu/";"us";"3073"
"Mari State University";"http://www.marsu.ru/";"ru";"3074"
"La Sierra University";"http://www.lasierra.edu/";"us";"3075"
"Fachhochschule Mainz";"http://www.fh-mainz.de/";"de";"3076"
"Open University Malaysia";"http://www.oum.edu.my/";"my";"3077"
"Universita degli Studi della Repubblica di San Marino";"http://www.unirsm.sm/";"sm";"3078"
"Université de la Polynesie Française Tahiti";"http://www.upf.pf/";"pf";"3079"
"Musashi Institute of Technology";"http://www.musashi-tech.ac.jp/";"jp";"3080"
"Hunan Normal University";"http://www.hunnu.edu.cn/";"cn";"3081"
"Hamamatsu University School of Medicine";"http://www.hama-med.ac.jp/";"jp";"3082"
"Saitama Medical School";"http://www.saitama-med.ac.jp/";"jp";"3083"
"Universidade Salvador";"http://www.unifacs.br/";"br";"3084"
"Hillsborough Community College";"http://www.hccfl.edu/";"us";"3085"
"School of Visual Arts";"http://www.schoolofvisualarts.edu/";"us";"3086"
"College of Southern Idaho";"http://www.csi.edu/";"us";"3087"
"Plovdiv University  ";"http://www.uni-plovdiv.bg/";"bg";"3088"
"Hedmark University College";"http://www.hihm.no/";"no";"3089"
"Corporación Universitaria Minuto de Dios";"http://portal.uniminuto.edu/";"co";"3090"
"Scottish Agricultural College";"http://www.sac.ac.uk/";"uk";"3091"
"Keene State College";"http://www.keene.edu/";"us";"3092"
"Universitas Hasanuddin University";"http://www.unhas.ac.id/";"id";"3093"
"Wheeling Jesuit University";"http://www.wju.edu/";"us";"3094"
"Mount Sinai Medical Center & School of Medicine";"http://www.mountsinai.org/";"us";"3095"
"Reitaku University";"http://www.reitaku-u.ac.jp/";"jp";"3096"
"University of Rzeszow";"http://www.univ.rzeszow.pl/";"pl";"3097"
"Piedmont Virginia Community College";"http://www.pvcc.edu/";"us";"3098"
"Worcester State College";"http://www.worcester.edu/";"us";"3099"
"Universidad Católica de Santa María";"http://www.ucsm.edu.pe/";"pe";"3100"
"Saint Vincent College";"http://www.stvincent.edu/";"us";"3101"
"Simpson College Indianola Ia";"http://www.simpson.edu/";"us";"3102"
"Pedagogical University of Cracow  ";"http://www.ap.krakow.pl/";"pl";"3103"
"Josai University";"http://www.josai.ac.jp/";"jp";"3104"
"State University of New York Morrisville State College";"http://www.morrisville.edu/";"us";"3105"
"Vaneduc Universidad Abierta Interamericana";"http://www.vaneduc.edu.ar/";"ar";"3106"
"Queen Margaret University";"http://www.qmu.ac.uk/";"uk";"3107"
"Randolph Macon College";"http://www.rmc.edu/";"us";"3108"
"Millsaps College";"http://www.millsaps.edu/";"us";"3109"
"Bath Spa University";"http://www.bathspa.ac.uk/";"uk";"3110"
"China University of Geoscience Beijing";"http://www.cugb.edu.cn/";"cn";"3111"
