"uniname";"uniurl";"scountryname";"unirank"
"Universidade da Região de Joinville";"http://www.univille.edu.br/";"br";"9245"
"Suqian College";"http://www.sqc.edu.cn/";"cn";"9246"
"Yulin College";"http://www.ylc.net.cn/";"cn";"9247"
"Lowestoft College";"http://www.lowestoft.ac.uk/";"uk";"9248"
"Toyota Technological Institute Chicago";"http://www.tti-c.org/";"us";"9249"
"Jo?ef Stefan International Postgraduate School Ljubljana";"http://www.mps.si/";"si";"9250"
"North Sichuan Medical College";"http://www.nsmc.edu.cn/";"cn";"9251"
"Atlantic Union College";"http://www.auc.edu/";"us";"9252"
"West Anhui University";"http://www.wxc.edu.cn/";"cn";"9253"
"Poznan School of Logistics ";"http://www.wsl.com.pl/";"pl";"9254"
"Estonian-American Business College";"http://www.eabc.edu.ee/";"ee";"9255"
"Eugene Bible College";"http://www.ebc.edu/";"us";"9256"
"Belarusian State Technological University Varna";"http://www.bstu.unibel.by/";"by";"9257"
"Universitas Jambi";"http://www.unja.ac.id/";"id";"9258"
"Faculdade Pitágoras";"http://www.faculdadepitagoras.com.br/";"br";"9259"
"Heisei International University";"http://www.hiu.ac.jp/";"jp";"9260"
"Université de Skikda";"http://www.univ-skikda.dz/";"dz";"9261"
"Hang Seng School of Commerce";"http://www.hssc.edu.hk/";"hk";"9262"
"Jeonju Kijeon College";"http://www.kijeon.ac.kr/";"kr";"9263"
"St Aloysius College Mangalore";"http://www.staloysius.ac.in/";"in";"9264"
"Ilisagvik College";"http://www.ilisagvik.cc/";"us";"9265"
"Coquitlam College";"http://www.coquitlamcollege.com/";"ca";"9266"
"Instituto Tecnológico de Tacámbaro";"http://www.itstacambaro.edu.mx/";"mx";"9267"
"Universidade Regional Integrada do Alto Uruguai e das Missoes Santiago";"http://portal.urisantiago.br/";"br";"9268"
"Hubei Academy of Fine Arts";"http://www.hifa.edu.cn/";"cn";"9269"
"Tangshan Teachers College";"http://www.tstc.edu.cn/";"cn";"9270"
"Hormozgan University Bandar Abbas";"http://www.hormozgan.ac.ir/";"ir";"9271"
"Rouen Business School  ";"http://www.rouenbs.fr/";"fr";"9272"
"Faculdade Cenecista Nossa Senhora Dos Anjos";"http://www.facensa.com.br/";"br";"9273"
"Instituto Federal de Educação, Ciência e Tecnologia de Goiás";"http://www.ifgoias.edu.br/";"br";"9274"
"Tay Bac University";"http://www.taybacuniversity.edu.vn/";"vn";"9275"
"Seoul Cyber University";"http://www.iscu.ac.kr/";"kr";"9276"
"Sunbridge College";"http://www.sunbridge.edu/";"us";"9277"
"Unicuritiba";"http://www.unicuritiba.edu.br/";"br";"9278"
"Pusan Women College";"http://www.pwc.ac.kr/";"kr";"9279"
"Mie Prefectural College of Nursing";"http://www.mcn.ac.jp/";"jp";"9280"
"York Technical Institute";"http://www.yti.edu/";"us";"9281"
"Higher School of Economics Graduate School of Management";"http://www.mbahse.ru/";"ru";"9282"
"P. A. Stolypin Volga Region Academy for Civil Service";"http://www.pags.ru/";"ru";"9283"
"Hanyang Women s College";"http://www.hywoman.ac.kr/";"kr";"9284"
"Widya Gama University Malang";"http://www.widyagama.ac.id/";"id";"9285"
"Malta College of Arts, Science & Technology";"http://www.mcast.edu.mt/";"mt";"9286"
"Usak University";"http://www.usak.edu.tr/";"tr";"9287"
"Universidad Simón Bolívar México";"http://www.usb.edu.mx/";"mx";"9288"
"State University of Informatics and Artificial Intelligence";"http://www.suiai.edu.ua/";"ua";"9289"
"Escuela Universitaria de Hostelería y Turismo de Sant Pol de Mar";"http://www.euht-santpol.org/";"es";"9290"
"Chengdu Sport University (Institute of Physical Education)";"http://www.cdsu.edu.cn/";"cn";"9291"
"Dronten Professional Agricultural University";"http://www.cah.nl/";"nl";"9292"
"Chiangmai University Demonstration School";"http://www.satitcmu.ac.th/";"th";"9293"
"East Kazakhastan State University";"http://www.vkgu.kz/";"kz";"9294"
"Academy of Customs Service of Ukraine";"http://www.amsu.dp.ua/";"ua";"9295"
"Patten University";"http://www.patten.edu/";"us";"9296"
"Changzhou Institute of Engineering Technology";"http://www.czie.net/";"cn";"9297"
"Novosibirsk State Agrarian University";"http://nsau.edu.ru/";"ru";"9298"
"Korea National College of Rehabilitation & Welfare";"http://www.hanrw.ac.kr/";"kr";"9299"
"Shigakukan University";"http://www.shigakukan.ac.jp/";"jp";"9300"
"Escola Universitaria del Maresme";"http://www.eum.es/";"es";"9301"
"Faculdade Estácio de Sá Belho Horizonte";"http://www.bh.estacio.br/";"br";"9302"
"Universidad Nacional de Cajamarca";"http://www.unc.edu.pe/";"pe";"9303"
"Wroclaw School of Banking";"http://www.wsb.wroclaw.pl/";"pl";"9304"
"Chongqing Unversity of Arts and Sciences  ";"http://www.cqwu.net/";"cn";"9305"
"Shanxi Datong University (Yanbei Teachers College)";"http://www.sxdtdx.edu.cn/";"cn";"9306"
"École d Ingenieur de Cergy-Pontoise";"http://www.istom.net/";"fr";"9307"
"University College Nordjylland";"http://www.ucn.dk/";"dk";"9308"
"American University of the Caribbean";"http://www.aucmed.edu/";"bz";"9309"
"Croydon College";"http://www.croydon.ac.uk/";"uk";"9310"
"University of Jaffna";"http://www.jfn.ac.lk/";"lk";"9311"
"Antillean Adventist University";"http://www.uaa.edu/";"pr";"9312"
"Rede Metodista de Educação do Sul";"http://www.metodistadosul.edu.br/";"br";"9313"
"Povolzhskaya State University of Telecommunication and Informatics";"http://www.psuti.ru/";"ru";"9314"
"Hotel College Prague";"http://www.vsh.cz/";"cz";"9315"
"École Nationale Supérieure du Petrole et des Moteurs";"http://www.ifp-school.com/";"fr";"9316"
"Qazvin University of Medical Sciences";"http://www.qums.ac.ir/";"ir";"9317"
"Fuji Tokoha University";"http://www.fuji-tokoha-u.ac.jp/";"jp";"9318"
"Ishikawa Prefectural Nursing University";"http://www.ishikawa-nu.ac.jp/";"jp";"9319"
"Anhui Xinhua University";"http://www.axhu.cn/";"cn";"9320"
"Shanghai Lixin University of Commerce";"http://www.lixin.edu.cn/";"cn";"9321"
"Danish Meat Trade College";"http://www.srts.dk/";"dk";"9322"
"Institute of World Economy";"http://www.imemo.ru/";"ru";"9323"
"Covenant University";"http://www.covenantuniversity.com/";"ng";"9324"
"East West University";"http://www.eastwest.edu/";"us";"9325"
"Vaughn College of Aeronautics and Technology";"http://www.vaughn.edu/";"us";"9326"
"Conservatorio di Musica Giuseppe Tartini di Trieste";"http://www.conservatorio.trieste.it/";"it";"9327"
"Marino Institute of Education";"http://www.mie.ie/";"ie";"9328"
"Harvard University Center for Italian Renaissance Studies";"http://www.itatti.it/";"it";"9329"
"Universidade Estadual Vale do Acaraú";"http://www.uvanet.br/";"br";"9330"
"Fundação Educacional de Ituverava";"http://www.feituverava.com.br/";"br";"9331"
"Universidad de Especialidades Turisticas";"http://www.uct.edu.ec/";"ec";"9332"
"High Tech Institute Phoenix";"http://www.hightechinstitute.edu/";"us";"9333"
"Universitas Bangka Belitung";"http://www.ubb.ac.id/";"id";"9334"
"Norwich University College of the Arts";"http://www.nuca.ac.uk/";"uk";"9335"
"Blue Mountains Hotel School";"http://www.hotelschool.com.au/";"au";"9336"
"Stavropol State Agrarian University";"http://www.stgau.ru/";"ru";"9337"
"Saratov State Medical University";"http://www.sgmu.ru/";"ru";"9338"
"Philippine Normal University";"http://www.pnu.edu.ph/";"ph";"9339"
"Universidad de la Amazonia Colombia";"http://www.uniamazonia.edu.co/";"co";"9340"
"Escola Superior de Música e Artes do Espectaculo";"http://www.esmae-ipp.pt/";"pt";"9341"
"Youngnam Theological College & Seminary  ";"http://www.yntcs.ac.kr/";"kr";"9342"
"Pontifical Academy of Theology in Cracow";"http://www.pat.krakow.pl/";"pl";"9343"
"Nanjing College of Information Technology";"http://www.njcit.edu.cn/";"cn";"9344"
"University Karlovy Vary";"http://www.vskv.cz/";"cz";"9345"
"Universidad Libre Cali";"http://www.unilibrecali.edu.co/";"co";"9346"
"Hengyang Normal University  ";"http://www.hynu.cn/";"cn";"9347"
"Heritage Christian University";"http://www.hcu.edu/";"us";"9348"
"Faculdade de Turismo de Caratinga";"http://www.doctum.com.br/";"br";"9349"
"Osaka Meijo University";"http://www.meijo.ac.jp/";"jp";"9350"
"Faculdade Impacta Tecnología";"http://www.impacta.edu.br/";"br";"9351"
"Chongqing City Management College";"http://www.cswu.cn/";"cn";"9352"
"Southwest Mississippi Community College  ";"http://www.smcc.edu/";"us";"9353"
"Baltimore International College";"http://www.bic.edu/";"us";"9354"
"Faculté de Medécine de Tunis";"http://www.fmt.rnu.tn/";"tn";"9355"
"Heze University  ";"http://www.hezeu.edu.cn/";"cn";"9356"
"Universidad de la Cuenca del Plata  ";"http://www.ucp.edu.ar/";"ar";"9357"
"Haute École Libre de Bruxelles Ilya Prigogine";"http://www.helb-prigogine.be/";"be";"9358"
"Josip Juraj Strossmayer University of Osijek Faculty of Uciteljski";"http://www.ufos.hr/";"hr";"9359"
"Yangtze Normal University  ";"http://www.yznu.cn/";"cn";"9360"
"Miyakonojo National College of Technology";"http://www.miyakonojo-nct.ac.jp/";"jp";"9361"
"Changchun Taxation College  ";"http://www.cctc.edu.cn/";"cn";"9362"
"Abdus Salam School of Mathematical Sciences GC University Lahore";"http://www.sms.edu.pk/";"pk";"9363"
"Blue Ridge Community & Technical College";"http://www.blueridgectc.edu/";"us";"9364"
"Universidad Cesar Vallejo";"http://www.ucv.edu.pe/";"pe";"9365"
"Shahrood University of Technology";"http://www.shahroodut.ac.ir/";"ir";"9366"
"Chuzhou University";"http://www.chzu.edu.cn/";"cn";"9367"
"Jaenneung College";"http://www.jeiu.ac.kr/";"kr";"9368"
"Goodwin College";"http://www.goodwin.edu/";"us";"9369"
"Jinan University Lebanon";"http://www.jinan.edu.lb/";"lb";"9370"
"Instituto Tecnológico de Apizaco";"http://www.itapizaco.edu.mx/";"mx";"9371"
"University of Theatre Târgu-Mures";"http://www.uat.ro/";"ro";"9372"
"Lazarski School of Commerce and Law in Warsaw";"http://www.lazarski.pl/";"pl";"9373"
"Uniararas Fundaçao Herminio Ometto";"http://www.uniararas.br/";"br";"9374"
"State Higher Vocational School in Nysa";"http://www.pwsz.nysa.pl/";"pl";"9375"
"Hanoi University of Mining and Geology";"http://www.humg.edu.vn/";"vn";"9376"
"Kyushu Women s University";"http://www.kwuc.ac.jp/";"jp";"9377"
"Hiwassee College";"http://www.hiwassee.edu/";"us";"9378"
"École d Ingénieurs en Energie et Traitement de l Information Grenoble";"http://ense3.grenoble-inp.fr/";"fr";"9379"
"International University of Sarajevo";"http://www.ius.edu.ba/";"ba";"9380"
"Tohono O odham Community College";"http://www.tocc.cc.az.us/";"us";"9381"
"Universidad Politécnica de Nicaragua";"http://www.upoli.edu.ni/";"ni";"9382"
"Hong Kong Art School";"http://www.hkas.edu.hk/";"hk";"9383"
"COMSATS Institute of Information Technology Lahore";"http://www.ciitlahore.edu.pk/";"pk";"9384"
"Instituto Federal Goiano";"http://www.ifgoiano.edu.br/";"br";"9385"
"École Nationale Supérieure d Architecture de Paris Malaquais";"http://www.paris-malaquais.archi.fr/";"fr";"9386"
"Institut Universitaire de Formation des Maîtres de Antilles and Guyane";"http://www.iufm.univ-ag.fr/";"fr";"9387"
"Naturwissenschaftlich Technische Akademie Isny  ";"http://www.fh-isny.de/";"de";"9388"
"Bharati Vidyapeeth University";"http://www.bharatividyapeeth.edu/";"in";"9389"
"Magdalen College";"http://www.magdalen.edu/";"us";"9390"
"Universitas Negeri Medan";"http://www.unimed.ac.id/";"id";"9391"
"Hubei TV & Radio University";"http://www.hubtvu.edu.cn/";"cn";"9392"
"Dezhou University";"http://www.dzu.edu.cn/";"cn";"9393"
"Pakistan Institute of Engineering & Applied Sciences Islamabad";"http://www.pieas.edu.pk/";"pk";"9394"
"PSG College of Technology";"http://www.psgtech.edu/";"in";"9395"
"University of Human Environments";"http://www.uhe.ac.jp/";"jp";"9396"
"TECSUP";"http://www.tecsup.edu.pe/";"pe";"9397"
"Plantijn University of Professional Education";"http://www.plantijn.be/";"be";"9398"
"West Suburban College of Nursing";"http://www.wscn.edu/";"us";"9399"
"Universitas Negeri Surabaya";"http://www.unesa.ac.id/";"id";"9400"
"Luther Rice University";"http://www.lru.edu/";"us";"9401"
"Universidad Nacional San Cristobal de Huamanga";"http://www.unsch.edu.pe/";"pe";"9402"
"Changzhi Medical College";"http://www.czmc.com/";"cn";"9403"
"State School of Higher Professional Education in Konin";"http://www.pwsz.konin.edu.pl/";"pl";"9404"
"École Supérieure des Affaires Lebanon";"http://www.esa.edu.lb/";"lb";"9405"
"Yan An University";"http://www.yau.edu.cn/";"cn";"9406"
"Adler Graduate School";"http://www.alfredadler.edu/";"us";"9407"
"Liaoning Technical University  ";"http://www.lntu.edu.cn/";"cn";"9408"
"Suzuka International University";"http://www.suzuka-iu.ac.jp/";"jp";"9409"
"Universidad Central del Este";"http://www.uce.edu.do/";"do";"9410"
"Institut Univeria Grenoble";"http://www.univeria.fr/";"fr";"9411"
"Nanjing Forestry Police College";"http://www.forestpolice.net/";"cn";"9412"
"Shahjalal University of Science & Technology";"http://www.sust.edu/";"bd";"9413"
"Chinju National University of Education";"http://www.cue.ac.kr/";"kr";"9414"
"Accademia Ligustica di Belle Arti di Torino";"http://www.accademialigustica.it/";"it";"9415"
"Japan College of Social Work";"http://www.jcsw.ac.jp/";"jp";"9416"
"Graphic Arts Institute of Denmark";"http://www.mediehojskolen.dk/";"dk";"9417"
"Universidad Estatal de Bolívar";"http://www.ueb.edu.ec/";"ec";"9418"
"University of Kashmir";"http://www.kashmiruniversity.net/";"in";"9419"
"Showa College of Pharmaceutical Sciences";"http://www.shoyaku.ac.jp/";"jp";"9420"
"Minia University";"http://www.minia.edu.eg/";"eg";"9421"
"CNR de Boulogne-Billancourt";"http://www.bb-cnr.com/";"fr";"9422"
"Universidad de la Salle Bajio";"http://bajio.delasalle.edu.mx/";"mx";"9423"
"Changsha University of Science & Technology";"http://www.csust.edu.cn/";"cn";"9424"
"Komazawa Womens University";"http://www.komajo.ac.jp/";"jp";"9425"
"Saint Mary s University College";"http://www.stmu.ab.ca/";"ca";"9426"
"Immanuel Kant State University of Russia (Kaliningrad State University)";"http://www.kantiana.ru/";"ru";"9427"
"Fachhochschule fur Offentliche Verwaltung";"http://www.fhoev.nrw.de/";"de";"9428"
"Lahore School of Economics";"http://www.lahoreschoolofeconomics.edu.pk/";"pk";"9429"
"Minami Kyushu University";"http://www.nankyudai.ac.jp/";"jp";"9430"
"Universidad Autónoma de Entre Ríos";"http://www.uader.edu.ar/";"ar";"9431"
"Akademie der Bildenden Künste Nurnberg";"http://www.adbk-nuernberg.de/";"de";"9432"
"Saint Petersburg State University of Cinema and Television";"http://www.gukit.ru/";"ru";"9433"
"Saint Mary s University of Bayombong";"http://www.smu.edu.ph/";"ph";"9434"
"Universidad la Salle Cancún";"http://www.lasallecancun.edu.mx/";"mx";"9435"
"University Nicolae Titulescu";"http://www.univnt.ro/";"ro";"9436"
"École Nationale Supérieure d Architecture de Bretagne";"http://www.rennes.archi.fr/";"fr";"9437"
"Himachal Pradesh Agricultural University";"http://www.hillagric.ernet.in/";"in";"9438"
"Medical University of Varna";"http://www.mu-varna.bg/";"bg";"9439"
"Yasuj University";"http://www.yu.ac.ir/";"ir";"9440"
"Colgate Rochester Crozer Divinity School";"http://www.crcds.edu/";"us";"9441"
"Universidad Metropolitana San Juan";"http://www.suagm.edu/umet/";"pr";"9442"
"University of Banking National Bank of Ukraine Kiev";"http://www.ubs.gov.ua/";"ua";"9443"
"Hanoi University of Architecture";"http://www.hau.edu.vn/";"vn";"9444"
"Gdansk Management College";"http://www.wsz.pl/";"pl";"9445"
"Centro Universitário do Maranhão";"http://www.ceuma.br/";"br";"9446"
"Hebei College of Finance  ";"http://www.hbcf.edu.cn/";"cn";"9447"
"Alfaisal University";"http://www.alfaisal.edu/";"sa";"9448"
"Instituto Federal do Bahia";"http://www.portal.ifba.edu.br/";"br";"9449"
"Faculdade Cantareira";"http://www.cantareira.br/";"br";"9450"
"Universidad Tecnológica de León";"http://www.utleon.edu.mx/";"mx";"9451"
"École de Gestión et de Commerce la Roche sur Yon Vendee";"http://www.egc-vendee.fr/";"fr";"9452"
"Université de Cocody Abidjan";"http://www.univ-cocody.ci/";"ci";"9453"
"Escola Superior de Educação Paula Frassinetti";"http://www.esepf.pt/";"pt";"9454"
"Ternopil National Economy University";"http://www.tneu.edu.ua/";"ua";"9455"
"Universidad Americana";"http://www.uam.edu.ni/";"ni";"9456"
"Technological Education Institute of Kalamata";"http://www.teikal.gr/";"gr";"9457"
"Instituto Europeo Campus Stellae";"http://www.campus-stellae.com/";"es";"9458"
"Ohu University";"http://www.ohu-u.ac.jp/";"jp";"9459"
"Universidad Peruana los Andes";"http://www.upla.edu.pe/";"pe";"9460"
"École des Dirigeants et Créateurs d Entreprise";"http://www.edcparis.edu/";"fr";"9461"
"Istanbul Aydin University  ";"http://www.aydin.edu.tr/";"tr";"9462"
"Uzhgorod National University";"http://www.univ.uzhgorod.ua/";"ua";"9463"
"Leshan Teachers College";"http://www.lstc.edu.cn/";"cn";"9464"
"Faculdade Cristo Rei";"http://www.faccrei.edu.br/";"br";"9465"
"Neumont University";"http://www.neumont.edu/";"us";"9466"
"Sha?arei Mishpat College";"http://www.mishpat.ac.il/";"il";"9467"
"School for Renewable Energy Science";"http://www.res.is/";"is";"9468"
"Australian Institute of Music";"http://www.aim.edu.au/";"au";"9469"
"Instituto Peruano de Administración de Empresas";"http://www.ipae.edu.pe/";"pe";"9470"
"Laura & Alvin Siegal College of Judaic Studies";"http://www.siegalcollege.edu/";"us";"9471"
"Institut de Formation pour le Developpement du Conseil en Entreprise";"http://www.idce.com/";"fr";"9472"
"Otley College";"http://www.otleycollege.ac.uk/";"uk";"9473"
"Facultad de Teología San Dámaso";"http://www.fsandamaso.es/";"es";"9474"
"Suzhou College";"http://www.ahsztc.edu.cn/";"cn";"9475"
"Philosophisch Theologische Hochschule Benediktbeuern";"http://www.pth-bb.de/";"de";"9476"
"Escuela Libre de Derecho de Sinaloa  ";"http://www.libresinaloa.com/";"mx";"9477"
"Chitkara University";"http://www.chitkara.edu.in/";"in";"9478"
"Moscow Institute of Architecture";"http://www.marhi.ru/";"ru";"9479"
"Faculdade São Lucas";"http://www.saolucas.edu.br/";"br";"9480"
"Suhr s University College of Nutrition and Health";"http://www.suhrs.dk/";"dk";"9481"
"Islamic Azad University Zanjan";"http://www.azu.ac.ir/";"ir";"9482"
"Les Roches International School of Hotel Management";"http://www.lesroches.edu/";"ch";"9483"
